Tweet,message,match,Polarity
595,RT Des4Smith Maybe the journey isn t so much about becoming anything Maybe it s about unbecoming everything that isn t really you so,None,Neutral
596,RT DVATW This is unbelievable The Jihadi shot dead on LondonBridge was not only a convicted terrorist who had been released on a tag bu,unbelievable dead,Negative
597,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
598,Entrap,None,Neutral
599,RT WSJ Days into the standoff at Hong Kong s besieged campus police switched to a softer approach The wait them out policy saw proteste,softer,Positive
600,RT DVATW This is unbelievable The Jihadi shot dead on LondonBridge was not only a convicted terrorist who had been released on a tag bu,unbelievable dead,Negative
601,RT segalink Nobody is as misconstrued as the University Certificate To most it means the world owes them salary,None,Neutral
602,What the hell kind of fuck,hell fuck,Negative
603,Rebooting the Greek Language XR exhibit Between Worlds launches at Museum of Vancouver Hellenic Studies Simon,None,Neutral
604,Is it a university course,None,Neutral
605,RT segalink You will read some things on socialmedia and wonder if Jumia is awarding University certificates as BlackFriday gifts,wonder,Positive
606,RT vschanna How monumentally idiotic that Cambridge university invited Kashmiri Muslim Usman Khan convicted in a 2010 terror plot for a,idiotic terror plot,Negative
607,RT trinitysports Trinity will face Male for the KHSAA 6A state championship one week from Sunday at 2 pm at the University of Kentucky Kr,None,Neutral
608,RT BashirAhmaad Later next week President Muhammadu Buhari will lay the foundation stone of the University of Transportation in Daura K,None,Neutral
609,RT DVATW This is unbelievable The Jihadi shot dead on LondonBridge was not only a convicted terrorist who had been released on a tag bu,unbelievable dead,Negative
610,RT MichaelJordaan Don t study for a BA unless you re going to be exceptional at it,exceptional,Positive
611,,None,Neutral
612,RT CullenYossarian TulsiGabbard needs one more poll at 4 in order to qualify for the December debate amp this poll would have assured he,qualify,Positive
613,I am a student at Osaka University,None,Neutral
614,MANCHESTER N H Without explanation or reasoning th,None,Neutral
615,Po Fook Hill Cemetery cancels funeral of Chow Tsz lok 22 year old university stud,None,Neutral
616,Po Fook Hill Cemetery cancels funeral of Chow Tsz lok 22 year old university stud,None,Neutral
617,Distance 386 27,None,Neutral
618,What the hell kind of fuck,hell fuck,Negative
619,Cr jongrak,None,Neutral
620,RT DVATW This is unbelievable The Jihadi shot dead on LondonBridge was not only a convicted terrorist who had been released on a tag bu,unbelievable dead,Negative
621,I,None,Neutral
622,Omg I m an avid reader I majored in Eng Lit in University This is fantastically good You w,avid fantastically good,Positive
623,RT ToriGlass JDarrenDomingo slutunlimited jack ahearn ewarren Rock climbing walls and lazy rivers Are you talking about the Universi,lazy,Negative
624,RT Thomas1774Paine Alyssa Milano Rips ICE For Sting Operation Using Fake University It Was Created Under The Obama Administration,None,Neutral
625,RT aischoolindia On Wednesday the Biology students of grade 11 and 12 AS A IB GB and 10 GB embraced an opportunity to go beyond their,None,Neutral
626,University failure Andrew Bolt with no academic credentials no peer reviewed papers no qualifications since hig,failure,Negative
627,Join the Loma Linda University Health team See our latest job opening here SanBernardino CA HR,None,Neutral
628,MANCHESTER N H Without explanation or reasoning th,None,Neutral
629,RT faraz lhr During Zia ul Haq era thousands of JI and Jamiat thugs got jobs in the education sector Jamiat single handedly brought dow,None,Neutral
630,It is our great pleasure to announce the arrival of University of Cape Town as our 33rd acade,great pleasure,Positive
631,Since leaving Congress he joined the board of directors of Fox Corp and the f,None,Neutral
632,RT averygates I want to announce my commitment to Grand View University Thank you to everyone who has supported me along the way Go Vi,commitment supported,Positive
633,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
634,Benny2169 HyppolitaL Lee55555367 jeremycorbyn theipaper DiscoverIreland EU nationalspoons Coz I got a super,super,Positive
635,This meaning c,None,Neutral
636,RT DVATW This is unbelievable The Jihadi shot dead on LondonBridge was not only a convicted terrorist who had been released on a tag bu,unbelievable dead,Negative
637,RT DVATW This is unbelievable The Jihadi shot dead on LondonBridge was not only a convicted terrorist who had been released on a tag bu,unbelievable dead,Negative
638,Known to many as Raphael he graduated with a Bachelor of Laws Hons in 2008 from the University of Malaya UM,None,Neutral
639,RT DVATW This is unbelievable The Jihadi shot dead on LondonBridge was not only a convicted terrorist who had been released on a tag bu,unbelievable dead,Negative
640,Greetings The University of Malaya Law Review is delighted to introduce our November Alumn,delighted,Positive
641,RT kenklippenstein Billionaire rubbing hands together Everything is going according to plan once these fools make college free I ll,free,Positive
642,JDarrenDomingo slutunlimited jack ahearn ewarren Rock climbing walls and lazy rivers Are you talking about the,lazy,Negative
643,RT acthistreview As November wraps up don t miss out on the great articles in our White Supremacy in the University issue In this pie,miss issue,Negative
644,I,None,Neutral
645,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
646,RT BashirAhmaad Later next week President Muhammadu Buhari will lay the foundation stone of the University of Transportation in Daura K,None,Neutral
647,,None,Neutral
648,RT Thomas1774Paine Alyssa Milano Rips ICE For Sting Operation Using Fake University It Was Created Under The Obama Administration,None,Neutral
649,Weather summary for November 29 at Embry Riddle Aeronautical University,None,Neutral
650,RT AFP Hong Kongers face renewed calls to hit the streets after China and leader Carrie Lam refuse further political concessions despite,refuse concessions,Negative
651,TriMrDito The Computer Science teachers in my university are still living in the fx era some don t even know anyt,None,Neutral
652,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
653,Tickets are on,None,Neutral
654,RT uduakobong udoh John Amanam a graduate of Fine and Industrial Arts from the University of Uyo The first Nigerian from Akwa Ibom stat,None,Neutral
655,RT TheLitCritGuy Huge amounts of undergraduate teaching at university is done by underpaid and exploited PhD students who were recruited,underpaid,Negative
656,RT DaysNicholas Blessed to Receive an Offer from The University of Toledo OneRocket,None,Neutral
657,What the hell kind of fuck,hell fuck,Negative
658,neontaster She is largely the product of the digital world which allows us to live in silos because we can curate,None,Neutral
659,RT WSJ Days into the standoff at Hong Kong s besieged campus police switched to a softer approach The wait them out policy saw proteste,softer,Positive
660,RT ArmedWithWords University of Lahore students can join in Hoping to see you guys there,None,Neutral
661,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
662,RT meciafrican A recent study published by the Researchers of Wellcome Sanger Institute and the University of Montpellier revealed the ev,None,Neutral
663,iVeenaKhan Look who is talking about University and Schools have you ever seen a University,None,Neutral
664,RT kenklippenstein Billionaire rubbing hands together Everything is going according to plan once these fools make college free I ll,free,Positive
665,XENIA the law custom of offering protection amp hospitality to strangers cf its opposite xenophobia The custom,protection,Positive
666,Dchautala you are going to soon open a University in your state future,None,Neutral
667,MatthewJshow realDonaldTrump What has ever succeeded at Three failed marriages 5 bankruptcies failed and fraud,failed failed fraud,Negative
668,RT NewsBFM The German embassy in KL has condemned the actions of the University Malaysia Sabah graduate who showed the Nazi style salute,None,Neutral
669,In three quarters of an hour Video from 1020 Prof em Dr phil nat Christian Schl chter geologist,None,Neutral
670,RT OldRowOutdoors Stephen F Austin State University Baseball,None,Neutral
671,RT JulieReichwein1 From Loomer I m Going to Demolish The Squad Terrified the Bridge Initiative a Muslim Brotherhood affiliated org,None,Neutral
672,RT PatriotCat66 Egg on your face Alyssa Milano AOC SenWarren Next time do your homework Progressives decry fake ICE universit,decry fake,Negative
673,at the conference Communication of Mass,None,Neutral
674,1 Start t,None,Neutral
675,RT goodbeanalt anyone in a e pi at the university of Florida,None,Neutral
676,RT Thomas1774Paine Alyssa Milano Rips ICE For Sting Operation Using Fake University It Was Created Under The Obama Administration,None,Neutral
677,RT JavedNLaghari At Muzaffarbad Azad Kashmir All set for historical Jalsa of Chairman PPP BBhuttoZardari at University Ground Muzaffarab,None,Neutral
678,RT Troyb 3 Great visit at the University of Washington today Thanks to CoachCribby for having me out GoDawgs,None,Neutral
679,RT WolverineCorner Wow what an interview Michigan is lucky to have this guy coach basketball and represent the university,lucky,Positive
680,Young men respond to officials drawing a U S flag at the entrance of the city s T,None,Neutral
681,XviiHenry cfb poindexter BarrettSallee University bosses were forced to resign because they were too stupid to l,stupid,Negative
682,RT Luana84473134 Beagles are sold to corporate or university laboratories for use in product testing and medical research for years bef,None,Neutral
683,Required to wear an,None,Neutral
684,They set a new standard for the,None,Neutral
685,St Antony s College Oxford Can anyone Imagine any other Professor accused of amp under investigation for several,None,Neutral
686,I ll be part of a discussion on JNU on Nov 30 as part of Mangaluru Lit Fest along with ARanganathan72 who h,None,Neutral
687,THIS SATURDAY WE PARTE,None,Neutral
688,I m at Kuwait University in Kuwait CIty Al Asimah,None,Neutral
689,RT goinhouse Now Hiring Staff Counsel Office of General Counsel at Georgetown University Washington D C i,None,Neutral
690,Tr,None,Neutral
691,RT segalink You will read some things on socialmedia and wonder if Jumia is awarding University certificates as BlackFriday gifts,wonder,Positive
692,ICE arrests,None,Neutral
693,Milano AOC and others screaming at the Trump Administration over the fake ICE university that resulte,fake,Negative
694,RB8E2 LokisBrat DidymusSeth vanvlietdesign dritarashtrayyc DCTFTW jkenney liquor prestige abndpcaucus if I,prestige,Positive
695,crazydoglady59 I have a chance to leave 2021 to the east coast and I m taking it I have a year and a half of my U,None,Neutral
696,RT rising serpent Khan was being monitored with an electronic tag when he was released from jail a year ago In things inexplicably and u,None,Neutral
697,RT haikyuuau twenty four schools rough n so many things to do for university,rough,Negative
698,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
699,RT NewsBFM The German embassy in KL has condemned the actions of the University Malaysia Sabah graduate who showed the Nazi style salute,None,Neutral
700,Twitter university back at it,None,Neutral
701,RT malissaali I hate to say this but university is a for profit institutions too They cannot act gangster tahan sijil orang suka hati,hate gangster,Negative
702,RT sarahhaendiges So excited to announce my commitment to Oregon State University Thank you to my coach family and friends for stickin,excited commitment,Positive
703,RT DVATW This is unbelievable The Jihadi shot dead on LondonBridge was not only a convicted terrorist who had been released on a tag bu,unbelievable dead,Negative
704,BrighterMonKE,None,Neutral
705,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
706,RT Ketul1Indian This is unbelievable The Jihadi shot dead on LondonBridge was not only a convicted terrorist who had been released on a,unbelievable dead,Negative
707,RT segalink Nobody is as misconstrued as the University Certificate To most it means the world owes them salary,None,Neutral
708,RT Millishield I am not a civil engineer nor a builder by training studies and I have never been to any University am just a brick make,None,Neutral
709,Weather summary for November 29 at University of Central Florida,None,Neutral
710,Fiji s Leader of Opposition Sitiveni Rabuka took a swipe at University of the South Pacific Council in a Facebook p,swipe,Negative
711,RT Dineo Metja We Will discuss the thief later we must start with the chokeslam bana ba university of Limps,None,Neutral
712,RT YorkUPresident The University is committed to freedom of expression for all students We will take all necessary steps to ensure appro,freedom,Positive
713,RT DVATW This is unbelievable The Jihadi shot dead on LondonBridge was not only a convicted terrorist who had been released on a tag bu,unbelievable dead,Negative
714,htt,None,Neutral
715,RT dintya15 CSC center inside Lovely University campus VLE is also a student in the University,None,Neutral
716,RT YorkUPresident York University is deeply concerned by the motion passed at the York Federation of Students AGM yesterday It reflects,concerned,Negative
717,,None,Neutral
718,RT FerroneGuiseppe 20 of all STEM Science Technology Engineering Mathematics Australian university graduates Greater efforts need,None,Neutral
719,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
720,RT Shahryar michaelsayman I thought the same thing when I came across this tweet by a Warren supporter whose thing was hey some of my s,supporter,Positive
721,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
722,RT WSJ Days into the standoff at Hong Kong s besieged campus police switched to a softer approach The wait them out policy saw proteste,softer,Positive
723,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
724,RT karursagar Yaqoob25990369 hublimandi Hubballi Infra HubballiAirport JoshiPralhad ushapadhee1996 MoCA GoI Honestly have a disli,None,Neutral
725,RT DVATW This is unbelievable The Jihadi shot dead on LondonBridge was not only a convicted terrorist who had been released on a tag bu,unbelievable dead,Negative
726,I m at Kuwait University College of Shari aa,None,Neutral
727,RT hilaurel I m in a bit of panic mode Any Edmonton face painters not busy on Sunday and able to do a 2 430 pm gig in the university,panic,Negative
728,NMag CT FrancisDDurand Under a communists in alliance government state functions have been privatised for those w,None,Neutral
729,RT HopeLikely YOUR NIT SEASON TIP OFF CHAMPS OKLAHOMA STATE UNIVERSITY,None,Neutral
730,RT PatriotCat66 Egg on your face Alyssa Milano AOC SenWarren Next time do your homework Progressives decry fake ICE universit,decry fake,Negative
731,RT GDayHoopScout Sir Issac Herron issac herron 6 9 F 2021 Lamar HS lamartexansbas1 has received an offer from McNeese State Uni,None,Neutral
732,RT DVATW This is unbelievable The Jihadi shot dead on LondonBridge was not only a convicted terrorist who had been released on a tag bu,unbelievable dead,Negative
733,alphakshatriya He was studying there in Cambridge University these extremists r everywhere,extremists,Negative
734,You just can t talk common sense with some people Despite your personal opinion of HCML the program the universi,None,Neutral
735,Notice Translating Indigeneity at the University of Albe TTR traduction terminologie r daction,None,Neutral
736,RT DVATW This is unbelievable The Jihadi shot dead on LondonBridge was not only a convicted terrorist who had been released on a tag bu,unbelievable dead,Negative
737,RT QuinceHisThirst hbcu students love to address other black students attending pwi s but never want to address the colorism at their ow,love,Positive
738,RT CBCNews Why wouldn t I go somewhere where I feel welcome Seeba Chaachouh law student McGill University,welcome,Positive
739,,None,Neutral
740,RT segalink Nobody is as misconstrued as the University Certificate To most it means the world owes them salary,None,Neutral
741,We are loosing our jobs due to bad attitude and intension of,bad,Negative
742,I,None,Neutral
743,RT BreitbartNews Didn t think we d remember,None,Neutral
744,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
745,Honoured to spend two days in my birthplace of Edmonton as University of Alberta s Dr Brian Greenhill Visiting Sur,None,Neutral
746,Rice University,None,Neutral
747,RT kenklippenstein Billionaire rubbing hands together Everything is going according to plan once these fools make college free I ll,free,Positive
748,RT inlightenmg Slater played for the University of Iowa in college and played professionally for ten years He is enshrined in the Colleg,None,Neutral
749,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
750,RT kenklippenstein Billionaire rubbing hands together Everything is going according to plan once these fools make college free I ll,free,Positive
751,RT OHAMavericks Today is National Signing Day for NCAA in the US OHA would like to congratulate AnnikaScurfield on your commitment to,like congratulate commitment,Positive
752,Mainstream media will never show,None,Neutral
753,RT MaxAbrahms The London Bridge knife attacker was reportedly a convicted terrorist attending a Cambridge University conference on prison,knife prison,Negative
754,RT aumarharuna I was at Alliance francaise this evening at university of maiduguri with MSF for awareness documentary clip on NOMA canc,None,Neutral
755,The REAL MR DEVELOPMENT OF THR MODERN,None,Neutral
756,OgbeniDipo I said Amen to this tweet and few days later i collected my appointment letter as a Lecturer in a Feder,None,Neutral
757,NicolePapaPhD I put my business for the institution question but in the actual letter I clearly state I knew the,clearly,Positive
758,,None,Neutral
759,RT scoot1073 PUG APU JacobIs16127630 Dr Tony Martin was an African Histories professor at Wesley University for over 20 years and he w,None,Neutral
760,We students of the University of Frankfurt Main in Germany want to express our solidari,None,Neutral
761,Remember Trump defended his charity and university until both were dissolved and fined Whilst he was the presiden,None,Neutral
762,RT KeanuManoKama11 Can t wait to visit the University of Oregon and watch the Civil War CoachD UofO CoachJsalavea knnysndrs,None,Neutral
763,RT ScholarshipsGL Full Tuition Fee Scholarships Chalmers University of Technology Sweden Nov30,None,Neutral
764,Your stateme,None,Neutral
765,RT kenklippenstein Billionaire rubbing hands together Everything is going according to plan once these fools make college free I ll,free,Positive
766,I,None,Neutral
767,Oh dear,None,Neutral
768,RT BillKempSports Victory Christian takes down No 1 University Christian and heads back to the 2A state title game for the first time si,None,Neutral
769,MANCHESTER N H Without explanation or reasoning th,None,Neutral
770,RT BashirAhmaad Later next week President Muhammadu Buhari will lay the foundation stone of the University of Transportation in Daura K,None,Neutral
771,RT adilhossain Not many people in my village know what I have done My parents are more relieved than proud cause I have not landed a sa,proud,Positive
772,RT rising serpent Khan was being monitored with an electronic tag when he was released from jail a year ago In things inexplicably and u,None,Neutral
773,,None,Neutral
774,LLB 17 breaking grounds First of its ki,breaking,Negative
775,I,None,Neutral
776,HarvardTamilChair,None,Neutral
777,I,None,Neutral
778,RT vschanna How monumentally idiotic that Cambridge university invited Kashmiri Muslim Usman Khan convicted in a 2010 terror plot for a,idiotic terror plot,Negative
779,RT uduakobong udoh John Amanam a graduate of Fine and Industrial Arts from the University of Uyo The first Nigerian from Akwa Ibom stat,None,Neutral
780,RT uduakobong udoh John Amanam a graduate of Fine and Industrial Arts from the University of Uyo The first Nigerian from Akwa Ibom stat,None,Neutral
781,RT DVATW This is unbelievable The Jihadi shot dead on LondonBridge was not only a convicted terrorist who had been released on a tag bu,unbelievable dead,Negative
782,RT ZarbeKaleemi I Saad Kaleem being a post graduation student NUST Pakistan Navy Engineering College I dont need any StudentsSolidarity,None,Neutral
783,realDonaldTrump You re mistaken that with Trump Airlines steaks water university casinos and on and on,mistaken,Negative
784,RT Rockprincess818 The fake university ICE sting at the center of many outraged tweets from Democrats was originally launched under Pre,fake sting outraged,Negative
785,RT kenklippenstein Billionaire rubbing hands together Everything is going according to plan once these fools make college free I ll,free,Positive
786,RT WSJ Days into the standoff at Hong Kong s besieged campus police switched to a softer approach The wait them out policy saw proteste,softer,Positive
787,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
788,RT adilhossain Not many people in my village know what I have done My parents are more relieved than proud cause I have not landed a sa,proud,Positive
789,RT washingtonpost A rope tear gas and a fractured foot How one Hong Kong protester escaped a besieged university,None,Neutral
790,RT KingsCollegeLon Proud to have won TimesHigherEd DataPoints Merit Award for our performance on SDGs 5 amp 10 Gender Equality amp Reduce,won,Positive
791,RT T2Bizzz University is really ruining University for me rn,ruining,Negative
792,RT Reynolds24Chris Excited to visit the University of Oregon and watch the Civil War jim mastro knnysndrs CoachRouz jessesapolu SM,None,Neutral
793,I,None,Neutral
794,MANCHESTER N H Without explanation or reasoning th,None,Neutral
795,RT uduakobong udoh John Amanam a graduate of Fine and Industrial Arts from the University of Uyo The first Nigerian from Akwa Ibom stat,None,Neutral
796,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
797,While our unusual notable entertaining and awe inspiring talent,entertaining awe inspiring talent,Positive
798,RT Ta1jaN Just another day at Hogwarts University,None,Neutral
799,RT TkMelly Progressives decry fake ICE university turns out it was created under President Obama,decry fake,Negative
800,RT AFP Hong Kongers face renewed calls to hit the streets after China and leader Carrie Lam refuse further political concessions despite,refuse concessions,Negative
801,RT uduakobong udoh John Amanam a graduate of Fine and Industrial Arts from the University of Uyo The first Nigerian from Akwa Ibom stat,None,Neutral
802,RT philanimokoena Hi I m Philani Mokoena a Wits BA hons Dramatic Arts graduand I need financial help to clear my R71 427 32 universit,clear,Positive
803,We students of the University of Frankfurt Main in Germany want to express our solidari,None,Neutral
804,RT grh4345 ICE Busts over 250 Visa fraudsters enrolled in a fake University to cheat are immigration laws via B,fake cheat,Negative
805,silpexx DBDBD thanks but stevejesus university,None,Neutral
806,Ronoest ledamalekina Lmao no one talked when UG gafana matched to Moi University to seek removal of former acting,None,Neutral
807,At the SUNYKorea 2019 Year End Party DTS Senior Undergraduate Yeji Choi got a nomination for most university spir,None,Neutral
808,RT WSJ Days into the standoff at Hong Kong s besieged campus police switched to a softer approach The wait them out policy saw proteste,softer,Positive
809,College Cheerleader Forced To Stay In Stadium Tunnel During Anthem After Protesting Reaches Settlement With Univers,None,Neutral
810,RT kathygriffin These students are displaying constitutionally protected civil disobedience which usurps school rules amp regulations The,disobedience,Negative
811,RT adeoluosho ChibuikeAmaechi I am a blockchain expert an Oxford University Alumni I can help Nigerian Rail Services to solve ticketin,None,Neutral
812,RT adilhossain Not many people in my village know what I have done My parents are more relieved than proud cause I have not landed a sa,proud,Positive
813,I,None,Neutral
814,RT Nick Carmody For example when Trump University defrauded thousands of students out of millions it s evidence of Trump exhibiting,None,Neutral
815,Progressives decry fake ICE university turns out it was created under President Obama FoxNews,decry fake,Negative
816,What the hell kind of fuck,hell fuck,Negative
817,USF BullPen McWilliamsSteve UCF stand for university of central Florida It s a symbol of dominance over little w,None,Neutral
818,Me What can I say,None,Neutral
819,A World of Looms Weaving Technology and Textile Arts Zhao Feng Sandra Sardjono and Christopher Buckley Zheji,None,Neutral
820,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
821,RT philanimokoena Hi I m Philani Mokoena a Wits BA hons Dramatic Arts graduand I need financial help to clear my R71 427 32 universit,clear,Positive
822,RT rising serpent Khan was being monitored with an electronic tag when he was released from jail a year ago In things inexplicably and u,None,Neutral
823,Syracuse University Syracuse University to create a diversity and inclusion plan programs events Sign the Petit,None,Neutral
824,RT DVATW This is unbelievable The Jihadi shot dead on LondonBridge was not only a convicted terrorist who had been released on a tag bu,unbelievable dead,Negative
825,USA Universities allow unions clubs groups leagues amp societies that report to Dean of Student Affairs amp governed,None,Neutral
826,RT CanPolCongress The Canadian Polish Congress stands with SUSKNational and ukrcancongress in condemning the Holodomor denial by UAI,denial,Negative
827,We students of the University of Frankfurt Main in Germany want to express our solidari,None,Neutral
828,RT Lollardfish A public university education should be free high quality and staffed by full time faculty with job security This is my,free,Positive
829,RT DVATW This is unbelievable The Jihadi shot dead on LondonBridge was not only a convicted terrorist who had been released on a tag bu,unbelievable dead,Negative
830,University failure Andrew Bolt with no academic credentials no peer reviewed papers no qualifications since hig,failure,Negative
831,Does Sam Ehlinger know anything about the university he plays for,None,Neutral
832,RT KatWomanUSA There are endless tweets from liberals outraged at Trump accusing him and the sting of being heartless racist etc etc,outraged accusing sting heartless racist,Negative
833,The Obama Biden administration directed ICE to construct a fake university to lure illegal immigrants in,fake lure illegal,Negative
834,The Universit,None,Neutral
835,rabiasquared Leave Babyman TF alone I m secretly scouting him as an offensive lineman for the University of Tenn,offensive,Negative
836,UnscramZ Carpentry and plumbing Cotonou university,None,Neutral
837,well its neat do they teach it in a specifc context or is it just all over the place i,well neat,Positive
838,RT VenorGerald Martamendoza718 Brigham Young University Idaho The policy change is likely to push more students into a health plan adm,None,Neutral
839,RT NokubongaMazib2 We met at The University of KwaZulu From the early years of our friendship we wanted to be successful entrepreneurs,successful,Positive
840,RT SamLaRussa Imagine having a university that cared about your safety and didn t want you to die trying to get back for class what a,die,Negative
841,RT BreitbartNews Didn t think we d remember,None,Neutral
842,RT forumNU New campuses are simultaneously being inaugurated and built across the country Laguna MOA Fairview Bulacan and Dasmari,None,Neutral
843,Young men respond to officials drawing a U S flag at the entrance of the city s T,None,Neutral
844,RT thetimesscot Chinese citizens were urged to beat an Edinburgh University student to death for demonstrating in support of Hong Kong de,None,Neutral
845,Hims a seepy wittle baby RocketCornelius SleepyBaby rescuedogsofinstagram pitbullmixesofinstagram poopedpup,None,Neutral
846,RT WSJ Days into the standoff at Hong Kong s besieged campus police switched to a softer approach The wait them out policy saw proteste,softer,Positive
847,RT segalink Nobody is as misconstrued as the University Certificate To most it means the world owes them salary,None,Neutral
848,RT oflynnsocial Seems the attack started at a prisoner rehabilitation conference organised by Cambridge University Hopefully a more rest,attack prisoner,Negative
849,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
850,RT philanimokoena Hi I m Philani Mokoena a Wits BA hons Dramatic Arts graduand I need financial help to clear my R71 427 32 universit,clear,Positive
851,I,None,Neutral
852,,None,Neutral
853,,None,Neutral
854,RT huntskimn Extremely grateful for the opportunity to finish up my education and wrestling career at South Dakota State University I m,grateful,Positive
855,RT uduakobong udoh John Amanam a graduate of Fine and Industrial Arts from the University of Uyo The first Nigerian from Akwa Ibom stat,None,Neutral
856,RT miryam gordon Cool cool Israelis are now being prevented from speaking at York University thanks to a motion passed last night by the,cool,Positive
857,RT kenklippenstein Billionaire rubbing hands together Everything is going according to plan once these fools make college free I ll,free,Positive
858,RT Sadiya farouq I feel elated to be part of the Ministers of FGN honoured at the special dinner organized by the Alumni Association of A,elated,Positive
859,RT gpt2 trump Trump University is a scam Many people went to it but never reported it as Fraud or Crook Now the Democrats and Crook,None,Neutral
860,RT JavedNLaghari At Muzaffarbad Azad Kashmir All set for historical Jalsa of Chairman PPP BBhuttoZardari at University Ground Muzaffarab,None,Neutral
861,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
862,RT Thomas1774Paine Alyssa Milano Rips ICE For Sting Operation Using Fake University It Was Created Under The Obama Administration,None,Neutral
863,RT chaserichter4 Blessed to receive an offer from Southwestern University,None,Neutral
864,RT shomaristone I m reporting on Zoo Lights at the Smithsonian National Zoo in Washington DC I randomly bumped into my University of Mi,randomly bumped,Negative
865,RT AFP Hong Kongers face renewed calls to hit the streets after China and leader Carrie Lam refuse further political concessions despite,refuse concessions,Negative
866,AOC Free tuition isn t going to happen for years if it does at all Reducing college costs seems more practical,None,Neutral
867,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
868,matthaig1 I have spent this last week in Finland as part of a university led trip with students from DMU Nur Mid,led,Positive
869,,None,Neutral
870,We students of the University of Frankfurt Main in Germany want to express our solidari,None,Neutral
871,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
872,Adam Jacobi Miami University taunted Ohio State more in a 71 point loss for God s sake,loss,Negative
873,Islam amp freedom R incompatible we must stop the co,None,Neutral
874,RT connorlimpert No matter the outcome I would not have chosen anywhere else Forever thankful for the memories fans experience broth,thankful fans,Positive
875,ewarren If the next president would put money into Historical Black Colleges amp Universities many more people could,None,Neutral
876,RT merajhasan Video 2 Good luck taking the weapons away from these students firing at each other in a university in Peshawar Remember,luck,Positive
877,UNIVERSITY TOWN 2019,None,Neutral
878,LLB 17 breaking grounds First of its ki,breaking,Negative
879,RT DavidJones2019 Nope Newsweek is still going unlike Trump University Trump Foundation Trump Casino Trump Shuttle Trump steaks,None,Neutral
880,RT DVATW This is unbelievable The Jihadi shot dead on LondonBridge was not only a convicted terrorist who had been released on a tag bu,unbelievable dead,Negative
881,SneakerScouts The Nike Air Max 200 White University Red is now available via FinishLine for 70 retail 120,available,Positive
882,RT TkMelly Progressives decry fake ICE university turns out it was created under President Obama,decry fake,Negative
883,RT Rockprincess818 The fake university ICE sting at the center of many outraged tweets from Democrats was originally launched under Pre,fake sting outraged,Negative
884,RT alanna smithh Hundreds of professors from across Canada have signed an open letter to Premier Jason Kenney after he questioned the cre,None,Neutral
885,RT DeplrbleRzistr Well this is awkward ICE fake college sting initiated under Obama Will AOC Alyssa Milano etc amend their twee,awkward fake sting,Negative
886,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
887,Khan was being monitored with an electronic tag when he was released from jail a year ago In things inexplicably a,None,Neutral
888,seulrv university of california,None,Neutral
889,Deported a record number of illeg,None,Neutral
890,RT SystemsLtd Zunair Haseeb AVP QA Services at Systems Limited hosting at the QA Meet up Lahore happeningnow at FAST University QA,None,Neutral
891,I,None,Neutral
892,The REAL MR DEVELOPMENT OF THR MODERN,None,Neutral
893,Only thing i care about atm is graduating university,None,Neutral
894,RT vschanna How monumentally idiotic that Cambridge university invited Kashmiri Muslim Usman Khan convicted in a 2010 terror plot for a,idiotic terror plot,Negative
895,UnstapabolMaineIn25,None,Neutral
896,Make y,None,Neutral
